Contig0	39226	Contig0_39226	18	4.763e-01	-1.330e-02	3.748e-02	0.7227	6.975e-01	2.482e-01	1.108e+00	2.195e+00	9.122e-01	6.612e-01	-2.141e-01	1.707e-01	0.9884836876482687	0.7227	FALSE
Contig0	39234	Contig0_39234	18	4.090e-01	4.266e-02	3.363e-02	0.2046	7.452e-01	2.185e-01	1.294e+00	2.253e+00	-1.358e+00	6.605e-01	-1.153e-01	1.455e-01	0.9855613557826457	0.2046	FALSE
Contig0	71523	Contig0_71523	18	2.774e-01	-1.218e-01	1.277e-01	0.3399	6.837e-01	2.737e-01	1.143e+01	1.611e+01	3.448e+00	2.146e+00	8.698e-01	6.599e-01	0.9884836876482687	0.3399	FALSE
Contig0	71533	Contig0_71533	18	3.459e-01	-7.282e-03	1.438e-01	0.9596	3.012e-01	1.695e-01	6.468e+00	5.580e+00	3.868e+00	2.474e+00	1.033e-01	7.426e-01	0.9894388689465813	0.9596	FALSE
Contig0	71542	Contig0_71542	18	2.727e-01	1.364e-01	2.606e-01	0.6006	5.558e-01	2.699e-01	2.013e+01	3.058e+01	2.990e+00	3.746e+00	-8.167e-01	1.235e+00	0.9884836876482687	0.6006	FALSE
Contig0	71546	Contig0_71546	18	2.675e-01	-5.038e-02	1.129e-01	0.6555	6.751e-01	2.334e-01	1.730e+01	2.405e+01	5.042e+00	2.203e+00	-1.448e-02	4.793e-01	0.9884836876482687	0.6555	FALSE
Contig0	71558	Contig0_71558	18	2.276e-01	-5.372e-02	9.388e-02	0.5672	6.338e-01	2.336e-01	1.177e+01	1.449e+01	5.148e+00	2.147e+00	3.885e-02	4.125e-01	0.9884836876482687	0.5672	FALSE
Contig0	71617	Contig0_71617	18	2.856e-01	-1.084e-02	5.290e-02	0.8376	7.529e-01	2.381e-01	6.583e+00	1.232e+01	6.500e-01	1.085e+00	3.512e-01	2.560e-01	0.9884836876482687	0.8376	FALSE
Contig0	71647	Contig0_71647	18	3.492e-01	1.794e-02	5.073e-02	0.7236	7.818e-01	2.443e-01	2.929e+00	5.427e+00	1.900e+00	9.851e-01	-5.447e-02	2.206e-01	0.9884836876482687	0.7236	FALSE
Contig0	71680	Contig0_71680	18	3.994e-01	-1.532e-02	6.910e-02	0.8245	6.789e-01	2.599e-01	1.351e+00	2.481e+00	2.698e+00	1.187e+00	1.644e-01	3.418e-01	0.9884836876482687	0.8245	FALSE
Contig0	71685	Contig0_71685	18	2.402e-01	-1.957e-03	8.098e-02	0.9807	6.310e-01	2.092e-01	6.569e+00	9.764e+00	2.160e+00	1.511e+00	2.357e-01	3.197e-01	0.989577614459708	0.9807	FALSE
Contig0	71690	Contig0_71690	18	2.097e-01	-2.055e-01	1.335e-01	0.1237	7.525e-01	2.079e-01	1.668e+01	2.121e+01	6.542e+00	2.733e+00	8.334e-01	4.726e-01	0.9669764538661041	0.1237	FALSE
Contig0	71699	Contig0_71699	18	2.752e-01	-1.892e-02	7.234e-02	0.7936	7.764e-01	2.232e-01	7.783e+00	1.291e+01	3.288e+00	1.318e+00	-1.306e-01	2.952e-01	0.9884836876482687	0.7936	FALSE
Contig0	71701	Contig0_71701	18	2.962e-01	3.837e-02	8.938e-02	0.6678	7.207e-01	2.590e-01	7.221e+00	1.359e+01	1.922e+00	1.632e+00	1.134e-01	4.256e-01	0.9884836876482687	0.6678	FALSE
