"Contig0_12497_93068"	"Contig0"	"12497"	"93068"	0.0713071747411981
"Contig1013_18204_19663"	"Contig1013"	"18204"	"19663"	0.00299968644769849
"Contig101661_1862_3354"	"Contig101661"	"1862"	"3354"	0.321989389684712
"Contig102218_604_5844"	"Contig102218"	"604"	"5844"	0.356140216589681
"Contig1024_1253_12430"	"Contig1024"	"1253"	"12430"	0.756998201096277
"Contig102652_1834_12229"	"Contig102652"	"1834"	"12229"	0.154828323576776
"Contig102838_1365_1913"	"Contig102838"	"1365"	"1913"	0.133751827879099
"Contig10373_53_2248"	"Contig10373"	"53"	"2248"	0.709857136125453
"Contig104545_765_2968"	"Contig104545"	"765"	"2968"	0.142664009663445
"Contig1046_23846_28247"	"Contig1046"	"23846"	"28247"	0.473831405673934
"Contig1050_6735_27354"	"Contig1050"	"6735"	"27354"	0.0342978579100906
"Contig1059_23816_32578"	"Contig1059"	"23816"	"32578"	0.0374673574106064
"Contig10592_532_1505"	"Contig10592"	"532"	"1505"	0.427155535789362
"Contig107370_788_3334"	"Contig107370"	"788"	"3334"	0.510103156307746
"Contig1074_12351_17389"	"Contig1074"	"12351"	"17389"	0.480131281044666
"Contig108499_1553_9878"	"Contig108499"	"1553"	"9878"	0.644990007214069
"Contig109515_2799_9518"	"Contig109515"	"2799"	"9518"	0.574635379996903
"Contig1098_16148_28251"	"Contig1098"	"16148"	"28251"	0.00342142845897924
"Contig11_1310_44900"	"Contig11"	"1310"	"44900"	0.0378575454559754
"Contig11177_407_3806"	"Contig11177"	"407"	"3806"	0.147383348020256
"Contig11192_117_6013"	"Contig11192"	"117"	"6013"	0.283362459554598
"Contig112314_366_1267"	"Contig112314"	"366"	"1267"	0.0358048835817994
"Contig1125_980_16943"	"Contig1125"	"980"	"16943"	0.198755831076385
"Contig1127_2658_18089"	"Contig1127"	"2658"	"18089"	0.0270121728342046
"Contig112997_3027_7370"	"Contig112997"	"3027"	"7370"	0.158853729112781
"Contig113403_722_4689"	"Contig113403"	"722"	"4689"	0.0110849297505035
"Contig1181_16_3712"	"Contig1181"	"16"	"3712"	0.588124842978223
"Contig118194_2685_5991"	"Contig118194"	"2685"	"5991"	0.00784283643424071
"Contig1194_22552_36728"	"Contig1194"	"22552"	"36728"	0.558520067961951
"Contig1194_338_37464"	"Contig1194"	"338"	"37464"	0.558520067961951
"Contig1197_5475_29925"	"Contig1197"	"5475"	"29925"	0.347097298500353
"Contig119778_929_3575"	"Contig119778"	"929"	"3575"	0.285497816373999
"Contig120547_108_3786"	"Contig120547"	"108"	"3786"	0.284431515581388
"Contig121_5524_27546"	"Contig121"	"5524"	"27546"	0.208690635616899
"Contig121261_474_1069"	"Contig121261"	"474"	"1069"	0.295408864213929
"Contig12163_121_1387"	"Contig12163"	"121"	"1387"	0.653023929325682
"Contig1221_274_32027"	"Contig1221"	"274"	"32027"	0.268764239569893
"Contig122273_27_818"	"Contig122273"	"27"	"818"	0.72660713583196
"Contig1224_753_26840"	"Contig1224"	"753"	"26840"	0.00958161669832376
"Contig1240_2211_26687"	"Contig1240"	"2211"	"26687"	0.0563014920256072
"Contig1269_94_13481"	"Contig1269"	"94"	"13481"	0.369187909158162
"Contig128000_850_12596"	"Contig128000"	"850"	"12596"	0.23894955518563
"Contig128375_660_8707"	"Contig128375"	"660"	"8707"	0.1602359732966
"Contig129473_2825_14665"	"Contig129473"	"2825"	"14665"	0.0159524787783789
"Contig1297_45241_67652"	"Contig1297"	"45241"	"67652"	0.794940297796279
"Contig132_34181_65230"	"Contig132"	"34181"	"65230"	0.684672595448067
"Contig133793_57_1247"	"Contig133793"	"57"	"1247"	0.724627011450276
"Contig137636_13_1514"	"Contig137636"	"13"	"1514"	0.112658786321153
"Contig138707_928_6769"	"Contig138707"	"928"	"6769"	0.308529204729928
"Contig143_7740_23511"	"Contig143"	"7740"	"23511"	0.806622848679845
"Contig1433_910_11800"	"Contig1433"	"910"	"11800"	0.121208335222587
"Contig1436_7001_13304"	"Contig1436"	"7001"	"13304"	0.00227677408417947
"Contig144059_1029_12288"	"Contig144059"	"1029"	"12288"	0.255289746657419
"Contig1460_209_24969"	"Contig1460"	"209"	"24969"	0.609043138433777
"Contig152_6965_35832"	"Contig152"	"6965"	"35832"	0.884371841312947
"Contig15328_3845_11182"	"Contig15328"	"3845"	"11182"	0.642729633280017
"Contig15653_1337_14633"	"Contig15653"	"1337"	"14633"	0.0600190745117595
"Contig15756_44860_64165"	"Contig15756"	"44860"	"64165"	0.478911890938452
"Contig158_13273_38080"	"Contig158"	"13273"	"38080"	0.485018266300441
"Contig1583_19417_38768"	"Contig1583"	"19417"	"38768"	0.0914737739787849
"Contig16020_7912_34501"	"Contig16020"	"7912"	"34501"	0.169985138663567
"Contig16063_2563_33013"	"Contig16063"	"2563"	"33013"	0.120224301365022
"Contig161100_1728_4238"	"Contig161100"	"1728"	"4238"	0.353866982908493
"Contig16203_1555_7391"	"Contig16203"	"1555"	"7391"	0.0637257213084258
"Contig16203_69_16094"	"Contig16203"	"69"	"16094"	0.0637257213084258
"Contig1625_2019_10237"	"Contig1625"	"2019"	"10237"	0.0633094617084675
"Contig16315_5790_34924"	"Contig16315"	"5790"	"34924"	0.0728517443245457
"Contig1646_1216_27172"	"Contig1646"	"1216"	"27172"	0.560280593655799
"Contig16677_565_21686"	"Contig16677"	"565"	"21686"	0.000932135328814036
"Contig16685_41_10513"	"Contig16685"	"41"	"10513"	0.701004109247376
"Contig1676_2862_9469"	"Contig1676"	"2862"	"9469"	0.639053757753236
"Contig1681_17801_21421"	"Contig1681"	"17801"	"21421"	0.143653490717372
"Contig168349_3193_6852"	"Contig168349"	"3193"	"6852"	0.278231491694228
"Contig16845_87_5814"	"Contig16845"	"87"	"5814"	0.479816813368951
"Contig16846_491_8347"	"Contig16846"	"491"	"8347"	0.768093830442945
"Contig16849_5430_8727"	"Contig16849"	"5430"	"8727"	0.0763059856614612
"Contig16849_9680_12307"	"Contig16849"	"9680"	"12307"	0.769792358117833
"Contig16850_69_1824"	"Contig16850"	"69"	"1824"	0.279012528230986
"Contig1690_1231_4702"	"Contig1690"	"1231"	"4702"	0.11184142349818
"Contig16916_5259_38767"	"Contig16916"	"5259"	"38767"	0.0160883809039598
"Contig169200_1512_3038"	"Contig169200"	"1512"	"3038"	0.335092588220696
"Contig17038_153_15107"	"Contig17038"	"153"	"15107"	0.307681772194158
"Contig17038_5327_20018"	"Contig17038"	"5327"	"20018"	0.347189874633911
"Contig17057_13625_31475"	"Contig17057"	"13625"	"31475"	0.218157769283389
"Contig17057_21428_23925"	"Contig17057"	"21428"	"23925"	0.218157769283389
"Contig17058_2812_12147"	"Contig17058"	"2812"	"12147"	0.0661230631084169
