Quant_Varia	contig	start.bin	end.bin	Pst_Values	95 %_LowBoundCI	95 %_UpBoundCI
Contig0_70000_80000	Contig0	70000	80000	0.0377897990024201	0.000939812645009995	0.779277477864475
Contig100484_10000_13621	Contig100484	10000	13621	0.0403927503300012	0.000359979371139532	0.770017111177309
Contig10074_0_6621	Contig10074	0	6621	0.42725423829589	0.00594186266959181	0.821350899563703
Contig100771_0_1852	Contig100771	0	1852	0.0181104738506973	0.000317489618373314	0.76920979769456
Contig102229_0_10000	Contig102229	0	10000	0.166800445932201	0.000652494650056349	0.84249438089019
Contig10259_0_9151	Contig10259	0	9151	0.19768425746136	0.00161461897138961	0.7810041859431
Contig102656_0_10000	Contig102656	0	10000	0.163368604636665	0.000472159282622728	0.768849009995537
Contig103017_0_10000	Contig103017	0	10000	0.130802618062786	0.000906203340797491	0.79173107417618
Contig103223_10000_14834	Contig103223	10000	14834	0.254790545272569	0.00104270125236303	0.795810092326836
Contig103756_0_10000	Contig103756	0	10000	0.685786291155479	0.0998763088874042	0.925993689650417
Contig103892_0_2413	Contig103892	0	2413	0.117884243369744	0.000786569187890811	0.790655554151604
Contig104217_0_5491	Contig104217	0	5491	0.0398355981544593	0.000537574151193387	0.792466976814973
Contig106967_0_9126	Contig106967	0	9126	0.353378566998343	0.00210637339721861	0.880877562712576
Contig107120_0_5734	Contig107120	0	5734	0.573217547701077	0.0220750894249886	0.882224502418467
Contig107133_0_1358	Contig107133	0	1358	0.580455035595255	0.00570015773642541	0.880735625256356
Contig107148_0_3905	Contig107148	0	3905	0.128004344819922	0.000628361812686601	0.799324514774094
Contig10738_0_6205	Contig10738	0	6205	0.413191029109721	0.00210157336252794	0.869662086452431
Contig107541_0_7324	Contig107541	0	7324	0.386462921212189	0.00371997537028801	0.815904141133419
Contig107698_0_8152	Contig107698	0	8152	0.749850557138739	0.236622351504797	0.922217315872728
Contig108265_0_5968	Contig108265	0	5968	0.330288288296892	0.00308755072610165	0.807277731842771
